speaker,noise_type,snr_label,snr_db,noisy_stoi,noisy_pesq,noisy_sisdr,mmse_stoi,mmse_pesq,mmse_sisdr,wav_stoi,wav_pesq,wav_sisdr
sp22,car,5dB,5,0.7042744826921478,1.1736794710159302,4.491754055023193,0.680107931511266,1.2589397430419922,5.892725944519043,0.7068470585758997,1.1714321374893188,4.719176769256592
sp23,car,5dB,5,0.7597448618581758,1.2916109561920166,4.275923728942871,0.7506141746181997,1.303470492362976,4.8703155517578125,0.764492348117477,1.2943248748779297,4.616601467132568
sp24,car,5dB,5,0.6691795047475437,1.336707592010498,4.679445743560791,0.6648769004447478,1.4982861280441284,8.68739128112793,0.6851303843676446,1.3166412115097046,5.027261257171631
sp25,car,5dB,5,0.7135045356076106,1.3828859329223633,4.67062520980835,0.7011857008491031,1.34000825881958,5.195531368255615,0.7252254779744183,1.3693864345550537,4.976419448852539
sp26,car,5dB,5,0.8144376907479414,1.2017698287963867,4.526205539703369,0.7877546709322912,1.240116000175476,5.577621936798096,0.8236698260671323,1.1989206075668335,4.934403419494629
sp27,car,5dB,5,0.7910240637433039,1.261699914932251,4.5894060134887695,0.7376567826485001,1.2175928354263306,5.517003059387207,0.8028053013458589,1.2505978345870972,5.010381698608398
sp28,car,5dB,5,0.8434425757242193,1.2087616920471191,4.724153995513916,0.8011962922232819,1.2556419372558594,5.756880760192871,0.846911504108002,1.2041438817977905,4.985604763031006
sp29,car,5dB,5,0.8092409768430228,1.212001919746399,4.479475021362305,0.7996713897773381,1.2357538938522339,6.353006839752197,0.815212263394119,1.2059842348098755,4.805302143096924
sp30,car,5dB,5,0.7661955839316668,1.304430603981018,4.607698440551758,0.7393444694092054,1.2587573528289795,5.102672576904297,0.7802199877208297,1.2897491455078125,4.8913445472717285
sp01,exhibition,0dB,0,0.6636638702286927,1.1436347961425781,-0.6682663559913635,0.6398261115744472,1.1236437559127808,0.503051221370697,0.6737983010174406,1.1287890672683716,-0.05979737639427185
sp02,exhibition,0dB,0,0.7271985022582256,1.1571791172027588,-0.9111469984054565,0.7134157377677821,1.1229243278503418,-0.3642808794975281,0.7353203978773023,1.1422410011291504,-0.5537248253822327
sp03,exhibition,0dB,0,0.7158653783587681,1.0862118005752563,-0.5345289707183838,0.6789920676498289,1.0832654237747192,-0.25930288434028625,0.7185937282100376,1.0823900699615479,-0.376545786857605
sp04,exhibition,0dB,0,0.8021558875495,1.140494704246521,-0.37272506952285767,0.7751279692192826,1.1099203824996948,-0.2822732627391815,0.8036422111543754,1.1339105367660522,-0.322195440530777
sp05,exhibition,0dB,0,0.7542384499717507,1.1318175792694092,-0.6803402900695801,0.6821295716688153,1.124858021736145,0.1048346608877182,0.7570938033446772,1.126566767692566,-0.5776397585868835
